Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeinDays,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,AvgAge,MixType,Hair,BlendedColor,ReducedPattern,ID
Emma,2016-01-17 18:36:00,Dog,Spayed Female,8 months,Australian Shepherd Mix,White/Black,1.0,2016,1,6,18,2,17,True,248.0,Puppy/Kitten,Spayed Female,50.0,3.0,5.0,3.0,14.0,Mix,Short,grey,BiColor,7463
Jackson,2014-07-05 18:25:00,Dog,Neutered Male,2 years,Toy Poodle/Miniature Schnauzer,Blue/White,1.0,2014,7,5,18,27,5,True,730.0,Young Adult,Neutered Male,12.0,2.0,4.0,4.0,14.0,Cross,Short,silver,BiColor,7464
Helena,2015-12-13 13:13:00,Cat,Intact Female,6 years,Domestic Shorthair Mix,Torbie,1.0,2015,12,6,13,50,13,True,2190.0,Adult,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,TriColor,7465
,2014-05-02 18:20:00,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0,2014,5,4,18,18,2,False,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,7466
,2014-10-07 19:13:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0,2014,10,1,19,41,7,False,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,grey,BiColor,7467
,2015-01-23 09:00:00,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie,0.0,2015,1,4,9,4,23,True,2920.0,Senior,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,Not_clear,TriColor,7468
Indica,2013-10-30 16:23:00,Dog,Spayed Female,4 months,German Shepherd Mix,Black/Tan,1.0,2013,10,2,16,44,30,False,124.0,Infant,Spayed Female,70.0,4.0,5.0,3.0,12.0,Mix,Medium,darkolivegreen,BiColor,7469
,2014-09-04 17:06:00,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,0.0,2014,9,3,17,36,4,False,28.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,TriColor,7470
,2015-07-12 17:31:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,0.0,2015,7,6,17,28,12,True,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,silver,BiColor,7471
Taylor,2013-12-08 14:58:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,1.0,2013,12,6,14,49,8,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,Not_clear,TriColor,7472
Dixie,2015-02-03 14:56:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue,1.0,2015,2,1,14,6,3,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,silver,BiColor,7473
,2014-05-09 15:28:00,Cat,Intact Male,3 days,Domestic Shorthair Mix,White/Black,0.0,2014,5,4,15,19,9,False,3.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,BiColor,7474
Lucy,2015-04-20 11:27:00,Dog,Spayed Female,5 years,Shih Tzu,Black/White,1.0,2015,4,0,11,17,20,False,1825.0,Adult,Spayed Female,13.0,1.0,2.0,4.0,14.0,Pure,Short,grey,BiColor,7475
Rebel,2014-05-13 19:02:00,Dog,Neutered Male,8 years,Boxer Mix,Brown/Black,1.0,2014,5,1,19,20,13,False,2920.0,Senior,Neutered Male,60.0,4.0,4.0,3.0,9.0,Mix,Short,maroon,BiColor,7476
Sadie,2014-12-08 17:28:00,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black/White,1.0,2014,12,0,17,50,8,True,248.0,Puppy/Kitten,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,grey,BiColor,7477
Austin,2015-09-23 14:37:00,Dog,Neutered Male,2 years,Australian Shepherd,Red/Tan,1.0,2015,9,2,14,39,23,False,730.0,Young Adult,Neutered Male,50.0,3.0,5.0,3.0,14.0,Pure,Short,tomato,BiColor,7478
,2014-03-01 13:59:00,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby,0.0,2014,3,5,13,9,1,True,365.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,orange,Tabby,7479
Jen Parker,2015-10-21 13:38:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,1.0,2015,10,2,13,43,21,False,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,black,Solid,7480
Nicki,2014-12-01 17:29:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,1.0,2014,12,0,17,49,1,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,TriColor,7481
Munchkin,2015-08-14 12:10:00,Dog,Intact Female,2 years,Bruss Griffon Mix,Tan,1.0,2015,8,4,12,33,14,True,730.0,Young Adult,Intact Female,10.0,1.0,3.0,3.0,14.0,Mix,Short,tan,Solid,7482
Maggie,2015-09-30 14:29:00,Cat,Spayed Female,14 years,Domestic Medium Hair Mix,Black,1.0,2015,9,2,14,40,30,False,5110.0,Geriatric,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Medium,black,Solid,7483
Koa,2014-12-08 15:54:00,Dog,Intact Male,6 months,Rottweiler Mix,Black/Orange,1.0,2014,12,0,15,50,8,True,186.0,Puppy/Kitten,Intact Male,100.0,5.0,4.0,2.0,9.0,Mix,Short,brown,BiColor,7484
Harrison,2014-03-22 17:00:00,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black,1.0,2014,3,5,17,12,22,True,365.0,Puppy/Kitten,Neutered Male,39.0,3.0,4.0,2.0,14.0,Mix,Short,black,Solid,7485
Roy,2015-04-08 13:19:00,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle,1.0,2015,4,2,13,15,8,False,365.0,Puppy/Kitten,Neutered Male,53.0,3.0,4.0,2.0,13.0,Mix,Short,red,Merle,7486
Lance,2015-10-04 18:25:00,Dog,Neutered Male,2 years,Pit Bull Mix,White/Blue,1.0,2015,10,6,18,40,4,True,730.0,Young Adult,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,silver,BiColor,7487
,2016-02-02 11:57:00,Cat,Intact Female,10 years,Domestic Shorthair Mix,Brown Tabby,0.0,2016,2,1,11,5,2,False,3650.0,Senior,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,brown,Tabby,7488
Dobby,2016-01-23 16:08:00,Dog,Neutered Male,5 months,Dachshund Mix,Red/White,1.0,2016,1,5,16,3,23,True,155.0,Infant,Neutered Male,17.0,2.0,2.0,3.0,14.0,Mix,Short,salmon,BiColor,7489
Roscoe,2013-12-23 12:18:00,Dog,Neutered Male,1 year,Pointer Mix,Chocolate/White,1.0,2013,12,0,12,52,23,True,365.0,Puppy/Kitten,Neutered Male,59.0,4.0,4.0,3.0,14.0,Mix,Short,rosybrown,BiColor,7490
Mysterio,2016-01-29 13:57:00,Dog,Neutered Male,11 years,Pit Bull,Tan/White,1.0,2016,1,4,13,4,29,True,4015.0,Geriatric,Neutered Male,60.0,4.0,3.0,2.0,12.0,Pure,Short,wheat,BiColor,7491
Lopez,2015-08-09 11:52:00,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Brown,1.0,2015,8,6,11,32,9,True,1460.0,Adult,Neutered Male,53.0,3.0,4.0,2.0,13.0,Mix,Short,brown,Solid,7492
,2014-03-23 16:22:00,Dog,Intact Male,5 months,Pit Bull Mix,White,0.0,2014,3,6,16,12,23,True,155.0,Infant,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Long,white,Solid,7493
Velaz,2016-02-21 13:33:00,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black Smoke,1.0,2016,2,6,13,7,21,True,186.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,black,Smoke,7494
Macey,2015-02-27 12:21:00,Dog,Spayed Female,10 months,German Shepherd Mix,Brown/Black,1.0,2015,2,4,12,9,27,False,310.0,Puppy/Kitten,Spayed Female,70.0,4.0,5.0,3.0,12.0,Mix,Short,maroon,BiColor,7495
Bently,2014-03-29 17:39:00,Dog,Neutered Male,5 years,Yorkshire Terrier Mix,Cream,1.0,2014,3,5,17,13,29,True,1825.0,Adult,Neutered Male,6.0,1.0,3.0,3.0,14.0,Mix,Short,tan,Solid,7496
Vinnie,2015-09-26 18:56:00,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,1.0,2015,9,5,18,39,26,True,730.0,Young Adult,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Medium,wheat,BiColor,7497
,2015-04-27 13:36:00,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0,2015,4,0,13,18,27,False,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,brown,Tabby,7498
Blackie,2015-12-14 16:29:00,Dog,Neutered Male,14 years,Labrador Retriever Mix,Black/White,1.0,2015,12,0,16,51,14,True,5110.0,Geriatric,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Long,grey,BiColor,7499
Duck,2015-11-10 08:59:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,1.0,2015,11,1,8,46,10,False,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,black,Solid,7500
Swiffer,2014-01-09 17:02:00,Cat,Neutered Male,8 years,Siamese Mix,Chocolate Point,1.0,2014,1,3,17,2,9,True,2920.0,Senior,Neutered Male,9.0,1.0,3.0,3.0,11.0,Mix,Short,brown,Point,7501
Esperanza,2013-10-15 18:02:00,Dog,Spayed Female,6 years,Maltese Mix,White,1.0,2013,10,1,18,42,15,False,2190.0,Adult,Spayed Female,6.0,1.0,2.0,4.0,17.0,Mix,Short,white,Solid,7502
Sweet Pea,2016-02-05 18:32:00,Dog,Spayed Female,1 month,Australian Shepherd Mix,White/Tan,1.0,2016,2,4,18,5,5,False,31.0,Infant,Spayed Female,50.0,3.0,5.0,3.0,14.0,Mix,Short,wheat,BiColor,7503
,2014-08-25 19:09:00,Cat,Intact Male,7 months,Domestic Shorthair Mix,Blue Tabby,0.0,2014,8,0,19,35,25,True,217.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,Tabby,7504
Snuffy,2013-12-05 19:09:00,Dog,Neutered Male,2 years,Basset Hound/Australian Shepherd,Yellow/White,1.0,2013,12,3,19,49,5,True,730.0,Young Adult,Neutered Male,54.0,3.0,4.0,4.0,14.0,Cross,Short,khaki,BiColor,7505
,2014-10-18 16:19:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0,2014,10,5,16,42,18,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,7506
Klaus,2013-10-18 13:15:00,Cat,Neutered Male,2 years,Snowshoe Mix,Seal Point,1.0,2013,10,4,13,42,18,False,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,17.0,Mix,Short,brown,Point,7507
Lucy,2015-08-19 16:53:00,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White/Brown Tabby,1.0,2015,8,2,16,34,19,True,1095.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,9.0,Mix,Short,rosybrown,Tabby,7508
Molly,2014-06-29 11:11:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,1.0,2014,6,6,11,26,29,True,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,BiColor,7509
,2014-06-28 13:34:00,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,0.0,2014,6,5,13,26,28,True,7.0,Infant,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,brown,Tabby,7510
Athena,2015-07-25 15:16:00,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Brown Tabby,1.0,2015,7,5,15,30,25,True,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,7511
,2016-01-29 18:53:00,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie,0.0,2016,1,4,18,4,29,True,217.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,Not_clear,TriColor,7512
King,2015-06-28 17:37:00,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow,1.0,2015,6,6,17,26,28,True,365.0,Puppy/Kitten,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,yellow,Solid,7513
Zeus,2013-11-04 15:23:00,Dog,Neutered Male,1 year,German Shepherd,Brown/Black,1.0,2013,11,0,15,45,4,False,365.0,Puppy/Kitten,Neutered Male,70.0,4.0,5.0,3.0,12.0,Pure,Short,maroon,BiColor,7514
Rosita,2015-09-13 18:50:00,Dog,Spayed Female,1 year,Dachshund Wirehair Mix,Gray,1.0,2015,9,6,18,37,13,True,365.0,Puppy/Kitten,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Short,grey,Solid,7515
Charlie,2014-06-09 18:58:00,Dog,Spayed Female,2 years,Australian Cattle Dog/Boston Terrier,Black/Brown,1.0,2014,6,0,18,24,9,False,730.0,Young Adult,Spayed Female,36.0,2.0,4.0,3.0,12.0,Cross,Medium,maroon,BiColor,7516
Gus,2015-02-12 11:40:00,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Red Tick,1.0,2015,2,3,11,7,12,False,1095.0,Young Adult,Neutered Male,53.0,3.0,4.0,2.0,13.0,Mix,Medium,red,Solid,7517
Faith,2016-01-13 00:00:00,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tricolor,1.0,2016,1,2,0,2,13,True,2190.0,Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,Solid,7518
,2016-02-21 17:42:00,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown,0.0,2016,2,6,17,7,21,True,62.0,Infant,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Solid,7519
Maxwell,2015-11-17 18:38:00,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate/White,1.0,2015,11,1,18,47,17,False,62.0,Infant,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,rosybrown,BiColor,7520
Opie,2016-02-07 17:23:00,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Brown,1.0,2016,2,6,17,5,7,True,365.0,Puppy/Kitten,Neutered Male,32.0,2.0,3.0,3.0,11.0,Mix,Short,brown,Solid,7521
,2014-10-20 09:00:00,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black Tabby/White,0.0,2014,10,0,9,43,20,False,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Tabby,7522
Rob,2014-04-19 14:29:00,Dog,Neutered Male,3 years,Chihuahua Shorthair/Cirneco,Tan/White,1.0,2014,4,5,14,16,19,True,1095.0,Young Adult,Neutered Male,14.0,2.0,3.0,3.0,15.0,Cross,Short,wheat,BiColor,7523
Coco,2015-11-19 18:56:00,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Chocolate/White,1.0,2015,11,3,18,47,19,False,1825.0,Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,BiColor,7524
Silas,2014-12-18 14:52:00,Dog,Intact Male,5 months,Great Pyrenees Mix,White,1.0,2014,12,3,14,51,18,True,155.0,Infant,Intact Male,100.0,5.0,2.0,3.0,11.0,Mix,Medium,white,Solid,7525
Jenna,2013-10-24 15:46:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,1.0,2013,10,3,15,43,24,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,7526
Honey,2014-09-03 14:00:00,Dog,Intact Female,5 months,Pit Bull Mix,Tan/White,1.0,2014,9,2,14,36,3,False,155.0,Infant,Intact Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,wheat,BiColor,7527
Tildee,2013-11-20 15:49:00,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black,1.0,2013,11,2,15,47,20,False,730.0,Young Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,grey,BiColor,7528
Dreamsicle,2015-08-20 16:20:00,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby,1.0,2015,8,3,16,34,20,True,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,15.0,Mix,Short,tan,Tabby,7529
Stich,2014-03-22 18:48:00,Dog,Neutered Male,1 year,Pit Bull/Pharaoh Hound,Fawn/White,1.0,2014,3,5,18,12,22,True,365.0,Puppy/Kitten,Neutered Male,55.0,4.0,3.0,2.0,12.0,Cross,Short,wheat,BiColor,7530
Dorian,2013-12-23 18:50:00,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,1.0,2013,12,0,18,52,23,True,365.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,black,Solid,7531
Bluebell,2015-11-04 14:42:00,Dog,Intact Female,9 months,Pit Bull Mix,Black Brindle,1.0,2015,11,2,14,45,4,False,279.0,Puppy/Kitten,Intact Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,black,TriColor,7532
Peluchin,2014-01-15 17:38:00,Dog,Neutered Male,5 years,Miniature Poodle Mix,White,1.0,2014,1,2,17,3,15,True,1825.0,Adult,Neutered Male,14.0,2.0,5.0,4.0,16.0,Mix,Medium,white,Solid,7533
Rio,2014-12-31 11:37:00,Dog,Neutered Male,2 years,Pit Bull/Weimaraner,Fawn,1.0,2014,12,2,11,1,31,True,730.0,Young Adult,Neutered Male,60.0,4.0,4.0,2.0,12.0,Cross,Short,tan,Solid,7534
Garfield,2014-06-14 17:44:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,1.0,2014,6,5,17,24,14,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,orange,Tabby,7535
,2015-02-10 13:31:00,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange/White,0.0,2015,2,1,13,7,10,False,2920.0,Senior,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,khaki,BiColor,7536
,2015-12-15 19:04:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0.0,2015,12,1,19,51,15,True,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,7537
Walter,2015-05-16 17:50:00,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,White/Tan,1.0,2015,5,5,17,20,16,True,1460.0,Adult,Neutered Male,15.0,2.0,3.0,4.0,14.0,Mix,Short,wheat,BiColor,7538
Nutmeg,2016-01-18 12:24:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2016,1,0,12,3,18,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,rosybrown,Tabby,7539
,2015-02-12 17:26:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,0.0,2015,2,3,17,7,12,False,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,TriColor,7540
,2014-04-08 18:31:00,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Brown,0.0,2014,4,1,18,15,8,False,365.0,Puppy/Kitten,Neutered Male,15.0,2.0,3.0,4.0,14.0,Mix,Short,rosybrown,BiColor,7541
Sasha,2014-02-03 15:39:00,Dog,Spayed Female,1 year,Doberman Pinsch Mix,Red/Tan,1.0,2014,2,0,15,6,3,False,365.0,Puppy/Kitten,Spayed Female,77.0,4.0,5.0,2.0,10.0,Mix,Short,tomato,BiColor,7542
,2015-10-30 09:00:00,Cat,Unknown,6 months,Domestic Shorthair Mix,Black,0.0,2015,10,4,9,44,30,False,186.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,9.0,Mix,Short,black,Solid,7543
,2015-06-24 12:39:00,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue,0.0,2015,6,2,12,26,24,False,62.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Solid,7544
Reese,2015-07-12 17:44:00,Dog,Neutered Male,5 years,Australian Kelpie/Miniature Pinscher,Chocolate/Tan,1.0,2015,7,6,17,28,12,True,1825.0,Adult,Neutered Male,32.0,2.0,4.0,2.0,14.0,Cross,Short,indianred,BiColor,7545
Natasha,2014-01-24 11:22:00,Dog,Spayed Female,12 years,German Shepherd Mix,Cream,1.0,2014,1,4,11,4,24,True,4380.0,Geriatric,Spayed Female,70.0,4.0,5.0,3.0,12.0,Mix,Short,tan,Solid,7546
Lourdez,2014-05-06 18:22:00,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black,1.0,2014,5,1,18,19,6,False,2190.0,Adult,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,black,Solid,7547
,2014-06-03 17:40:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0.0,2014,6,1,17,23,3,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,TriColor,7548
,2015-09-10 13:29:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0,2015,9,3,13,37,10,False,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,rosybrown,Tabby,7549
,2014-06-01 17:51:00,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black,0.0,2014,6,6,17,22,1,True,62.0,Infant,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,black,Solid,7550
George,2014-01-20 14:25:00,Dog,Neutered Male,5 years,Dachshund Mix,Black/Brown,1.0,2014,1,0,14,4,20,True,1825.0,Adult,Neutered Male,17.0,2.0,2.0,3.0,14.0,Mix,Short,maroon,BiColor,7551
Blitz,2015-04-08 17:09:00,Dog,Neutered Male,7 years,Belgian Malinois,Brown/Black,1.0,2015,4,2,17,15,8,False,2555.0,Senior,Neutered Male,60.0,4.0,4.0,3.0,13.0,Pure,Short,maroon,BiColor,7552
William,2015-10-18 18:01:00,Dog,Neutered Male,8 years,Dachshund,Black/Tan,1.0,2015,10,6,18,42,18,True,2920.0,Senior,Neutered Male,17.0,2.0,2.0,3.0,14.0,Pure,Short,darkolivegreen,BiColor,7553
Lock,2014-04-01 14:39:00,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black,1.0,2014,4,1,14,14,1,False,365.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,15.0,Mix,Short,grey,BiColor,7554
Vonnegut,2015-09-28 11:55:00,Dog,Spayed Female,1 year,Basset Hound Mix,Brown/White,1.0,2015,9,0,11,40,28,False,365.0,Puppy/Kitten,Spayed Female,58.0,3.0,2.0,4.0,14.0,Mix,Short,rosybrown,BiColor,7555
Tyler,2014-06-15 16:01:00,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black,1.0,2014,6,6,16,24,15,True,1095.0,Young Adult,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,black,Solid,7556
,2014-03-14 17:19:00,Dog,Neutered Male,2 months,Rat Terrier/Chihuahua Shorthair,White/Chocolate,0.0,2014,3,4,17,11,14,False,62.0,Infant,Neutered Male,15.0,2.0,3.0,3.0,16.0,Cross,Short,rosybrown,BiColor,7557
,2014-11-07 12:21:00,Dog,Intact Female,2 months,Australian Cattle Dog Mix,White/Black,0.0,2014,11,4,12,45,7,False,62.0,Infant,Intact Female,53.0,3.0,4.0,2.0,13.0,Mix,Short,grey,BiColor,7558
,2014-10-05 17:41:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0,2014,10,6,17,40,5,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,TriColor,7559
George,2014-07-30 09:37:00,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Tan,1.0,2014,7,2,9,31,30,True,62.0,Infant,Neutered Male,70.0,4.0,5.0,3.0,12.0,Mix,Short,darkolivegreen,BiColor,7560
,2014-06-01 17:40:00,Dog,Spayed Female,2 years,Cairn Terrier Mix,White/Buff,0.0,2014,6,6,17,22,1,True,730.0,Young Adult,Spayed Female,14.0,1.0,4.0,3.0,15.0,Mix,Short,wheat,BiColor,7561
Remington,2014-06-18 18:16:00,Dog,Neutered Male,1 year,West Highland Mix,Buff,1.0,2014,6,2,18,25,18,False,365.0,Puppy/Kitten,Neutered Male,19.0,2.0,3.0,4.0,18.0,Mix,Short,tan,Solid,7562
Nacho,2016-01-18 17:51:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,1.0,2016,1,0,17,3,18,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,black,Solid,7563
Princecanada,2014-04-04 15:52:00,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Brown/Black,1.0,2014,4,4,15,14,4,False,730.0,Young Adult,Neutered Male,13.0,1.0,3.0,3.0,15.0,Cross,Short,maroon,BiColor,7564
,2014-06-20 18:29:00,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,0.0,2014,6,4,18,25,20,False,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,BiColor,7565
Isabella,2015-04-10 00:00:00,Dog,Spayed Female,8 years,Dachshund Mix,Blue Merle/Black,1.0,2015,4,4,0,15,10,False,2920.0,Senior,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Short,darkslategray,Merle,7566
Wasabi,2016-01-20 13:30:00,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White,1.0,2016,1,2,13,3,20,True,2920.0,Senior,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,BiColor,7567
Rafa,2013-11-03 19:08:00,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Silver,1.0,2013,11,6,19,44,3,True,730.0,Young Adult,Neutered Male,16.0,2.0,4.0,3.0,13.0,Mix,Short,silver,Solid,7568
Max,2015-06-30 18:01:00,Dog,Neutered Male,1 year,Boxer/Labrador Retriever,Brown Brindle/White,1.0,2015,6,1,18,27,30,False,365.0,Puppy/Kitten,Neutered Male,64.0,4.0,4.0,4.0,11.0,Cross,Short,rosybrown,TriColor,7569
Max,2015-05-05 18:39:00,Dog,Neutered Male,1 year,Shih Tzu/Miniature Schnauzer,White,1.0,2015,5,1,18,19,5,False,365.0,Puppy/Kitten,Neutered Male,14.0,2.0,3.0,4.0,14.0,Cross,Short,white,Solid,7570
Josephine,2016-02-15 12:14:00,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black/White,1.0,2016,2,0,12,7,15,True,2555.0,Senior,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,grey,BiColor,7571
Moki,2013-10-12 18:02:00,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Black,1.0,2013,10,5,18,41,12,True,310.0,Puppy/Kitten,Neutered Male,13.0,1.0,3.0,3.0,15.0,Cross,Short,black,Solid,7572
Domino,2013-11-08 17:08:00,Dog,Neutered Male,5 years,Pit Bull Mix,Black/White,1.0,2013,11,4,17,45,8,False,1825.0,Adult,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,grey,BiColor,7573
