OutcomeType,type,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeInDaysCategorical,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,MixType,Hair,ReducedPattern,BlendedColor
2,0,0,1,4,3,0,19,18,0,10.0,0.0,0,21.0,5.0,2.0,0.0,1,?,0,4.0
2,1,1,2,9,4,4,13,8,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
3,0,0,0,9,4,1,29,25,0,6.0,2.0,1,2.0,2.0,0.0,0.0,1,?,0,10.0
0,0,0,2,3,4,8,46,23,1,10.0,0.0,3,38.0,2.0,2.0,2.0,0,?,0,4.0
3,1,0,0,7,0,7,14,22,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,4.0
0,0,0,0,0,0,8,51,14,0,11.0,3.0,0,7.0,3.0,0.0,2.0,0,?,0,3.0
2,0,0,2,11,4,3,18,1,1,5.0,3.0,0,2.0,2.0,2.0,2.0,0,?,1,2.0
3,1,1,2,5,4,11,47,26,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,3.0,0,2.0
0,0,0,2,5,2,9,20,3,1,11.0,3.0,3,30.0,1.0,1.0,0.0,0,?,0,0.0
2,1,0,1,8,5,9,41,20,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,2,9,4,3,13,8,0,13.0,1.0,1,?,?,?,?,0,?,0,4.0
0,0,0,2,10,0,9,39,16,0,0.0,0.0,0,5.0,0.0,1.0,0.0,2,?,2,1.0
0,1,1,0,10,1,3,49,12,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,4.0
0,0,0,1,8,3,1,43,30,1,5.0,3.0,2,?,?,?,?,0,?,5,6.0
1,0,0,1,1,5,4,44,4,0,13.0,1.0,3,50.0,5.0,0.0,1.0,0,?,0,3.0
2,0,0,0,7,2,9,32,2,1,0.0,0.0,0,33.0,0.0,2.0,1.0,1,?,0,6.0
3,0,0,3,2,5,1,45,10,1,28.0,4.0,0,6.0,1.0,2.0,1.0,0,2.0,2,1.0
2,0,1,2,10,0,4,49,21,0,1.0,1.0,0,3.0,1.0,2.0,1.0,0,?,2,1.0
2,0,0,2,10,3,6,38,5,0,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
2,1,0,0,4,4,8,10,19,0,15.0,5.0,1,1.0,1.0,1.0,1.0,0,1.0,1,2.0
0,0,0,2,0,1,7,51,29,1,11.0,3.0,0,30.0,1.0,1.0,0.0,0,?,0,4.0
3,1,1,2,10,0,7,38,23,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,5.0
0,0,0,0,1,4,8,1,16,0,5.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,0,0,2,8,1,1,30,1,1,8.0,2.0,0,109.0,2.0,1.0,1.0,1,?,0,4.0
2,1,0,2,7,1,0,35,27,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,1,1,0,11,2,6,34,16,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,0,11,0,9,33,24,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
4,1,1,2,3,3,11,26,9,1,33.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,1,1,0,9,6,12,26,7,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,4.0
2,0,1,2,0,1,4,8,11,1,10.0,0.0,1,27.0,0.0,0.0,0.0,0,?,0,0.0
2,0,0,0,11,2,3,33,7,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,2.0
0,0,0,2,8,5,6,30,11,1,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,0,2.0
2,1,0,2,3,1,4,25,14,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,0,0,8,4,1,9,8,1,5.0,3.0,1,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,0,0,10,6,9,39,11,0,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,2,11,5,13,33,5,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,2,3,7,45,21,1,18.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,7,3,0,32,28,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,0,0,2,4,6,4,10,21,0,0.0,0.0,1,35.0,5.0,0.0,1.0,0,?,0,2.0
3,0,0,0,10,1,0,17,17,1,0.0,0.0,0,45.0,0.0,1.0,1.0,0,?,2,1.0
3,0,1,0,11,1,6,15,9,1,8.0,2.0,3,6.0,1.0,2.0,1.0,0,1.0,2,1.0
1,0,0,0,0,2,4,51,29,1,5.0,3.0,3,2.0,2.0,2.0,2.0,0,?,0,2.0
2,0,0,2,6,1,0,42,29,1,9.0,0.0,0,25.0,2.0,0.0,0.0,1,?,0,4.0
0,0,0,2,1,2,6,44,13,1,5.0,3.0,1,2.0,2.0,2.0,2.0,0,?,3,0.0
3,0,1,1,1,1,6,44,30,1,14.0,2.0,3,5.0,0.0,0.0,1.0,0,?,0,4.0
2,0,0,2,1,1,3,44,15,1,5.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
2,1,0,2,6,1,8,48,11,1,28.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,1,0,2,9,6,9,26,28,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,2,0,1,0,8,11,1,13.0,1.0,1,6.0,1.0,2.0,1.0,0,2.0,0,2.0
0,0,0,0,6,0,8,42,14,0,13.0,1.0,1,29.0,5.0,1.0,2.0,0,?,0,9.0
0,0,0,2,0,4,1,52,25,0,1.0,1.0,0,41.0,2.0,2.0,0.0,0,?,0,6.0
2,1,1,2,10,5,11,49,18,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,4.0
3,0,1,2,2,3,4,22,16,1,10.0,0.0,0,3.0,0.0,0.0,0.0,1,?,2,7.0
0,0,0,0,2,1,9,22,0,1,5.0,3.0,1,2.0,2.0,2.0,2.0,0,?,0,10.0
0,0,0,0,0,4,6,51,30,0,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
0,0,0,2,5,0,4,7,28,0,0.0,0.0,0,23.0,0.0,2.0,0.0,0,?,2,7.0
3,1,0,2,10,5,1,17,4,0,10.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,2,9,4,0,29,5,0,27.0,5.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,11,5,9,18,3,1,0.0,0.0,1,2.0,2.0,0.0,0.0,1,?,5,6.0
1,0,1,2,7,2,7,32,7,1,11.0,3.0,2,7.0,3.0,2.0,1.0,0,?,3,0.0
2,0,0,2,1,3,6,44,26,0,11.0,3.0,1,13.0,2.0,0.0,0.0,0,?,2,1.0
3,1,0,0,4,1,3,12,7,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,0,2,11,6,8,18,27,1,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,2,1.0
3,0,1,0,4,5,3,23,15,0,0.0,0.0,0,85.0,0.0,2.0,1.0,0,?,0,10.0
2,1,0,0,7,5,0,50,30,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,1,0,0,3,2,6,46,25,1,13.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,1,1,2,4,3,1,12,24,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,1,0,6,1,0,6,7,1,8.0,2.0,1,13.0,2.0,0.0,0.0,0,?,2,1.0
3,1,1,2,9,0,0,13,9,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,7,2,0,50,23,1,8.0,2.0,0,48.0,0.0,0.0,1.0,1,?,0,6.0
2,0,0,0,1,3,1,27,20,0,0.0,0.0,0,16.0,2.0,0.0,0.0,0,?,0,10.0
3,1,1,2,9,1,7,11,22,1,20.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,0,2,2,3,22,3,1,0.0,0.0,2,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,1,1,0,3,0,11,15,7,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,2,3,0,31,23,1,0.0,0.0,1,2.0,2.0,2.0,1.0,0,?,0,9.0
1,1,1,2,1,4,9,21,18,0,22.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,2,7,5,0,35,10,0,0.0,0.0,1,50.0,5.0,0.0,1.0,0,?,2,15.0
3,0,0,2,8,5,6,43,4,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,3,0.0
2,1,0,2,11,4,5,37,30,1,14.0,2.0,1,1.0,1.0,1.0,1.0,0,?,4,?
3,0,0,2,10,3,6,49,8,0,14.0,2.0,1,5.0,0.0,2.0,1.0,0,?,2,4.0
2,1,1,2,11,5,4,18,3,1,4.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,1,2,6,6,11,36,16,0,13.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,0,1,0,2,3,7,31,20,1,1.0,1.0,0,23.0,0.0,2.0,1.0,1,1.0,0,0.0
2,0,0,2,11,1,7,33,7,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,2.0
3,1,1,2,4,5,2,12,20,0,6.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,2.0
0,0,0,0,7,4,9,32,28,0,11.0,3.0,1,2.0,2.0,2.0,2.0,2,?,2,7.0
2,0,0,2,3,1,9,25,14,1,0.0,0.0,0,42.0,2.0,2.0,0.0,1,?,0,4.0
0,0,0,1,8,6,3,41,23,1,1.0,1.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
2,1,1,1,4,1,6,23,20,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,3,?
2,0,0,1,4,0,8,4,1,0,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,3,0.0
3,1,0,2,1,5,3,19,24,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,2,2,2,9,16,13,1,25.0,0.0,0,1.0,1.0,1.0,1.0,0,?,4,12.0
2,1,0,3,2,2,3,24,21,1,14.0,2.0,0,1.0,1.0,1.0,1.0,2,3.0,1,4.0
2,0,0,3,2,2,0,31,7,1,0.0,0.0,1,17.0,2.0,2.0,0.0,0,?,2,5.0
2,1,0,0,11,3,9,33,28,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
1,1,0,0,11,1,13,15,9,1,17.0,3.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,1,2,10,2,4,49,10,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,1,0,2,4,4,16,26,1,20.0,2.0,2,8.0,2.0,2.0,0.0,1,?,2,5.0
0,0,0,0,5,6,0,20,12,0,0.0,0.0,0,60.0,1.0,1.0,1.0,0,?,2,1.0
2,0,0,0,10,1,9,49,12,1,21.0,0.0,0,24.0,5.0,2.0,1.0,0,1.0,3,0.0
0,0,0,0,10,5,7,17,26,0,13.0,1.0,0,41.0,2.0,1.0,0.0,0,?,0,0.0
3,1,1,2,9,4,7,11,3,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,1,0,1,1,1,0,1,1,1,13.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,1,1,0,0,0,6,52,25,0,1.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,1,1,6,9,44,22,1,14.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,3,0,2,8,8,1,1,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,0,2,3,9,45,9,1,4.0,2.0,2,79.0,2.0,2.0,0.0,1,?,3,20.0
0,0,0,0,1,0,9,21,18,0,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,3,0.0
2,1,0,2,1,1,7,1,3,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,2,9,3,3,40,14,1,1.0,1.0,3,12.0,0.0,2.0,1.0,0,?,0,2.0
0,0,0,2,6,6,9,42,26,0,1.0,1.0,0,11.0,2.0,0.0,0.0,0,?,0,9.0
0,0,0,3,2,3,4,22,4,1,0.0,0.0,1,5.0,0.0,2.0,1.0,0,?,2,?
2,1,1,1,1,4,7,1,27,0,4.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,1,0,9,6,11,29,23,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,0,9,5,3,13,9,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,1,0,8,5,4,30,16,1,14.0,2.0,1,27.0,0.0,0.0,0.0,0,?,0,11.0
2,0,0,2,5,1,1,5,25,1,10.0,0.0,1,46.0,2.0,2.0,0.0,1,?,0,4.0
2,1,0,0,2,2,8,22,3,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,3,2,2,3,31,7,1,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
3,0,0,2,5,3,6,28,9,1,14.0,2.0,0,42.0,2.0,2.0,1.0,1,?,0,8.0
3,0,0,0,9,3,1,11,1,0,12.0,4.0,2,2.0,2.0,2.0,1.0,2,?,3,0.0
3,1,0,2,3,6,7,3,19,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,2,7,0,0,35,19,0,12.0,4.0,0,36.0,2.0,0.0,1.0,0,?,0,19.0
0,0,0,3,2,3,12,31,28,1,0.0,0.0,2,13.0,2.0,0.0,0.0,0,?,0,0.0
0,0,0,0,9,6,4,11,16,0,28.0,4.0,0,27.0,0.0,0.0,0.0,0,?,0,10.0
2,0,0,1,8,5,1,43,13,1,23.0,0.0,0,19.0,0.0,2.0,1.0,0,?,0,6.0
3,1,0,2,9,5,1,26,7,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
2,1,0,2,8,4,6,24,2,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,0,5,1,9,5,24,1,1.0,1.0,0,18.0,0.0,2.0,0.0,1,?,2,?
2,0,0,2,0,5,9,8,9,0,1.0,1.0,0,35.0,5.0,0.0,1.0,2,?,2,7.0
0,0,0,2,0,3,3,52,24,0,11.0,3.0,0,15.0,2.0,2.0,1.0,1,?,0,9.0
3,1,1,0,10,2,11,49,19,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,3.0,3,?
3,1,1,3,0,5,0,0,26,0,?,?,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,2,5,1,3,20,0,1,37.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,1,8,3,4,43,30,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,0,2,10,5,4,49,18,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,1,1.0
0,0,0,0,7,4,4,50,29,0,23.0,0.0,1,3.0,0.0,2.0,0.0,1,?,0,4.0
3,0,0,0,1,6,7,19,24,0,10.0,0.0,0,29.0,5.0,0.0,1.0,0,?,0,4.0
0,0,0,3,2,5,4,16,14,1,1.0,1.0,0,25.0,5.0,0.0,1.0,0,?,2,?
3,0,0,0,7,1,8,14,15,1,5.0,3.0,1,33.0,5.0,2.0,0.0,0,?,0,0.0
0,0,0,0,7,5,9,32,24,0,11.0,3.0,2,35.0,5.0,0.0,1.0,0,?,0,6.0
2,0,0,2,9,2,0,40,30,1,0.0,0.0,1,15.0,2.0,2.0,1.0,1,?,0,4.0
0,0,0,0,4,2,4,19,18,1,11.0,3.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
4,0,1,2,6,0,5,6,5,0,31.0,2.0,3,27.0,0.0,2.0,0.0,0,?,2,5.0
2,0,0,1,8,4,0,41,25,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,2.0,0,4.0
2,1,0,2,11,1,1,33,7,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,3.0,1,5.0
0,0,0,2,9,0,6,11,27,0,12.0,4.0,1,46.0,2.0,2.0,0.0,1,?,2,8.0
2,0,0,2,1,4,4,44,4,0,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,2.0
2,0,0,1,8,6,0,45,7,1,0.0,0.0,0,11.0,2.0,0.0,0.0,0,?,2,5.0
2,0,0,0,8,0,9,45,2,1,26.0,0.0,0,?,?,?,?,2,?,2,?
2,1,0,2,8,0,0,9,21,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,1,4.0
3,1,0,1,4,2,7,12,7,1,15.0,5.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,0,0,9,6,3,40,26,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,1,1,4,3,7,19,18,0,1.0,1.0,3,3.0,1.0,2.0,1.0,0,?,2,1.0
1,0,0,0,8,6,6,41,29,1,26.0,0.0,3,2.0,2.0,2.0,2.0,0,?,2,1.0
0,0,0,2,5,4,9,20,16,0,0.0,0.0,0,38.0,5.0,0.0,1.0,0,?,5,4.0
2,0,0,0,7,6,1,32,25,1,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
1,0,0,0,8,2,13,30,1,1,0.0,0.0,3,2.0,2.0,2.0,2.0,0,?,0,2.0
2,0,1,0,7,5,0,14,1,0,15.0,5.0,0,6.0,1.0,2.0,1.0,0,?,0,0.0
0,0,0,0,1,6,7,1,19,0,1.0,1.0,1,42.0,2.0,2.0,0.0,1,?,0,4.0
3,0,0,2,6,6,6,28,7,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,2,1.0
3,1,1,1,4,2,7,19,21,1,9.0,0.0,3,1.0,1.0,1.0,1.0,0,3.0,3,?
3,1,1,2,11,0,6,34,10,1,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,4.0
2,0,0,2,6,1,1,52,18,1,13.0,1.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
2,0,0,0,3,2,0,26,10,1,1.0,1.0,1,33.0,5.0,2.0,0.0,0,?,0,0.0
2,1,0,3,0,1,9,0,17,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,0,11,1,11,18,13,1,14.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,2,5,5,6,7,6,0,0.0,0.0,0,12.0,0.0,2.0,1.0,0,?,3,0.0
2,0,0,0,0,2,1,0,4,1,0.0,0.0,1,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,0,5,0,9,5,23,0,16.0,4.0,0,5.0,0.0,1.0,0.0,2,?,2,5.0
2,1,0,2,8,2,9,9,10,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,2,1,1,0,21,8,1,23.0,0.0,0,25.0,5.0,0.0,1.0,0,?,0,10.0
2,0,0,1,4,0,9,23,30,0,8.0,2.0,0,?,?,?,?,0,?,5,4.0
2,0,0,0,5,4,0,20,27,0,6.0,2.0,0,8.0,2.0,0.0,4.0,0,?,2,14.0
2,0,0,2,11,1,7,33,7,1,12.0,4.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
0,0,0,2,5,3,0,5,20,0,11.0,3.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,2,2,4,0,45,18,1,0.0,0.0,2,2.0,2.0,2.0,2.0,0,?,0,4.0
3,1,0,0,7,4,4,50,29,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,8,5,6,43,4,1,0.0,0.0,1,0.0,0.0,1.0,0.0,0,?,2,?
0,0,0,2,4,1,3,19,18,1,13.0,1.0,0,11.0,2.0,0.0,0.0,0,?,0,9.0
3,0,1,0,1,5,9,1,12,0,14.0,2.0,2,2.0,2.0,2.0,2.0,0,?,0,4.0
3,1,1,2,7,2,0,14,26,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,2,4,2,45,18,1,12.0,4.0,1,6.0,1.0,2.0,1.0,0,1.0,0,4.0
0,0,0,0,6,2,1,36,4,1,11.0,3.0,2,16.0,2.0,1.0,2.0,1,?,0,6.0
2,1,0,0,7,5,1,14,1,0,9.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,1,0,0,10,2,6,49,19,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,1,0,2,9,5,9,29,23,0,8.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,0,0,0,11,2,3,18,26,1,0.0,0.0,0,50.0,5.0,0.0,1.0,0,?,0,10.0
0,0,1,1,1,6,1,19,6,0,1.0,1.0,2,24.0,5.0,1.0,0.0,0,?,0,10.0
2,0,0,0,5,6,8,7,6,0,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
3,1,1,0,5,6,0,5,17,1,20.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,9,6,6,40,26,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,2.0,1,4.0
2,0,0,0,6,2,4,48,11,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,0,0,2,11,5,2,33,5,1,3.0,2.0,0,31.0,0.0,1.0,0.0,1,?,0,3.0
0,0,0,2,10,3,6,17,15,0,22.0,4.0,2,2.0,2.0,2.0,2.0,0,?,0,10.0
3,1,1,0,3,2,11,26,10,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,3.0,2,8.0
3,0,0,3,0,3,8,8,0,0,12.0,4.0,0,2.0,2.0,2.0,2.0,1,?,5,2.0
2,0,0,2,7,4,4,35,12,0,0.0,0.0,1,11.0,2.0,0.0,0.0,0,?,2,5.0
2,1,1,2,3,4,0,15,7,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,0,2,6,0,16,1,1,1.0,1.0,1,15.0,2.0,2.0,1.0,1,?,0,4.0
2,0,0,1,8,3,3,30,1,1,23.0,0.0,1,19.0,0.0,2.0,1.0,0,?,2,15.0
0,1,0,0,7,1,1,35,3,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,1,0,4,5,1,10,8,0,6.0,2.0,1,11.0,2.0,0.0,0.0,0,?,0,3.0
3,1,1,2,7,0,13,32,24,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,7,5,6,50,14,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,0,1,0,12,19,28,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
0,0,0,2,0,6,8,52,23,0,0.0,0.0,0,3.0,0.0,2.0,2.0,0,?,0,16.0
2,0,1,2,8,4,8,43,13,1,3.0,2.0,0,2.0,2.0,2.0,1.0,0,?,3,0.0
2,1,0,0,11,1,4,18,13,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,1,0,2,2,3,22,3,1,13.0,1.0,0,3.0,0.0,2.0,0.0,0,?,2,7.0
3,0,0,0,1,4,9,1,16,0,0.0,0.0,1,2.0,2.0,2.0,1.0,1,?,0,0.0
3,0,0,2,6,4,9,48,10,0,5.0,3.0,3,2.0,2.0,2.0,2.0,0,?,2,7.0
2,1,0,3,2,6,0,22,3,1,11.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,0,0,2,2,1,7,16,15,1,0.0,0.0,0,29.0,5.0,0.0,1.0,0,?,0,4.0
0,0,0,1,8,4,0,41,25,1,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
3,0,0,2,11,5,7,37,15,1,1.0,1.0,2,28.0,5.0,2.0,0.0,0,?,0,10.0
3,1,0,0,4,3,7,4,22,0,10.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,0,2,4,4,45,21,1,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,3,4.0
2,0,1,2,11,6,0,18,27,1,4.0,2.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,0,0,0,0,0,0,0,0,26.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,2,3,1,11,25,14,1,14.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,0,0,0,11,0,1,33,24,1,0.0,0.0,0,2.0,2.0,2.0,2.0,1,?,3,0.0
1,1,1,2,11,0,8,33,25,1,4.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,2,11,5,0,33,5,1,13.0,1.0,0,60.0,1.0,2.0,1.0,0,?,2,1.0
3,1,1,2,5,0,7,5,29,0,24.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,11,2,9,15,18,1,4.0,2.0,1,59.0,2.0,0.0,0.0,1,?,0,0.0
1,0,0,2,11,6,6,34,9,1,0.0,0.0,1,13.0,2.0,0.0,0.0,0,?,0,11.0
2,0,1,0,5,0,4,7,7,0,8.0,2.0,0,6.0,1.0,2.0,1.0,0,2.0,0,0.0
3,0,0,0,10,0,3,49,9,0,10.0,0.0,1,27.0,0.0,2.0,0.0,1,?,2,8.0
2,0,0,2,10,3,1,49,8,0,8.0,2.0,1,2.0,2.0,2.0,1.0,0,?,3,0.0
2,1,0,0,2,4,9,16,26,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,1,1,5,8,1,11,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
3,1,1,2,5,3,8,28,9,1,18.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,4,5,8,4,27,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,0,0,2,4,3,8,4,1,0,11.0,3.0,1,64.0,0.0,1.0,4.0,0,?,0,4.0
3,0,1,2,3,3,9,46,20,1,0.0,0.0,1,39.0,0.0,2.0,1.0,1,?,0,3.0
0,0,0,2,6,5,9,6,20,0,13.0,1.0,1,19.0,0.0,2.0,1.0,0,?,2,1.0
3,1,1,0,3,0,11,25,26,1,25.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,0,2.0
1,0,1,2,2,5,2,16,1,1,38.0,5.0,3,6.0,1.0,2.0,1.0,0,1.0,2,1.0
2,1,0,0,4,1,4,23,23,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,1,0,5,0,4,28,21,0,1.0,1.0,1,33.0,5.0,2.0,0.0,0,?,2,?
3,1,1,0,6,2,6,6,28,1,37.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,7.0
3,0,0,0,1,0,9,27,29,0,1.0,1.0,1,2.0,2.0,2.0,1.0,0,?,0,4.0
2,0,0,3,2,5,2,22,0,1,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,3.0
2,0,0,0,3,4,0,3,27,1,8.0,2.0,0,2.0,2.0,2.0,1.0,0,?,0,9.0
